1,2,3,19,20
1,2,3,19,22
1,2,3,19,24
1,2,3,19,26
1,2,3,19,28
1,2,3,19,30
1,2,3,19,32
1,2,3,19,34
1,2,3,19,36
1,2,3,20,21
1,2,3,20,23
1,2,3,20,25
1,2,3,20,27
1,2,3,20,29
1,2,3,20,31
1,2,3,20,33
1,2,3,20,35
1,2,3,21,22
1,2,3,21,24
1,2,3,21,26
1,2,3,21,28
1,2,3,21,30
1,2,3,21,32
1,2,3,21,34
1,2,3,21,36
1,2,3,22,23
1,2,3,22,25
1,2,3,22,27
1,2,3,22,29
1,2,3,22,31
1,2,3,22,33
1,2,3,22,35
1,2,3,23,24
1,2,3,23,26
1,2,3,23,28
1,2,3,23,30
1,2,3,23,32
1,2,3,23,34
1,2,3,23,36
1,2,3,24,25
1,2,3,24,27
1,2,3,24,29
1,2,3,24,31
1,2,3,24,33
1,2,3,24,35
1,2,3,25,26
1,2,3,25,28
1,2,3,25,30
1,2,3,25,32
1,2,3,25,34
1,2,3,25,36
1,2,3,26,27
1,2,3,26,29
1,2,3,26,31
1,2,3,26,33
1,2,3,26,35
1,2,3,27,28
1,2,3,27,30
1,2,3,27,32
1,2,3,27,34
1,2,3,27,36
1,2,3,28,29
1,2,3,28,31
1,2,3,28,33
1,2,3,28,35
1,2,3,29,30
1,2,3,29,32
1,2,3,29,34
1,2,3,29,36
1,2,3,30,31
1,2,3,30,33
1,2,3,30,35
1,2,3,31,32
1,2,3,31,34
1,2,3,31,36
1,2,3,32,33
1,2,3,32,35
1,2,3,33,34
1,2,3,33,36
1,2,3,34,35
1,2,3,35,36
1,2,5,19,20
1,2,5,19,22
1,2,5,19,24
1,2,5,19,26
1,2,5,19,28
1,2,5,19,30
1,2,5,19,32
1,2,5,19,34
1,2,5,19,36
1,2,5,20,21
1,2,5,20,23
1,2,5,20,25
1,2,5,20,27
1,2,5,20,29
1,2,5,20,31
1,2,5,20,33
1,2,5,20,35
1,2,5,21,22
1,2,5,21,24
1,2,5,21,26
1,2,5,21,28
1,2,5,21,30
1,2,5,21,32
1,2,5,21,34
1,2,5,21,36
1,2,5,22,23
1,2,5,22,25
1,2,5,22,27
1,2,5,22,29
1,2,5,22,31
1,2,5,22,33
1,2,5,22,35
1,2,5,23,24
1,2,5,23,26
1,2,5,23,28
1,2,5,23,30
1,2,5,23,32
1,2,5,23,34
1,2,5,23,36
1,2,5,24,25
1,2,5,24,27
1,2,5,24,29
1,2,5,24,31
1,2,5,24,33
1,2,5,24,35
1,2,5,25,26
1,2,5,25,28
1,2,5,25,30
1,2,5,25,32
1,2,5,25,34
1,2,5,25,36
1,2,5,26,27
1,2,5,26,29
1,2,5,26,31
1,2,5,26,33
1,2,5,26,35
1,2,5,27,28
1,2,5,27,30
1,2,5,27,32
1,2,5,27,34
1,2,5,27,36
1,2,5,28,29
1,2,5,28,31
1,2,5,28,33
1,2,5,28,35
1,2,5,29,30
1,2,5,29,32
1,2,5,29,34
1,2,5,29,36
1,2,5,30,31
1,2,5,30,33
1,2,5,30,35
1,2,5,31,32
1,2,5,31,34
1,2,5,31,36
1,2,5,32,33
1,2,5,32,35
1,2,5,33,34
1,2,5,33,36
1,2,5,34,35
1,2,5,35,36
1,2,7,19,20
1,2,7,19,22
1,2,7,19,24
1,2,7,19,26
1,2,7,19,28
1,2,7,19,30
1,2,7,19,32
1,2,7,19,34
1,2,7,19,36
1,2,7,20,21
1,2,7,20,23
1,2,7,20,25
1,2,7,20,27
1,2,7,20,29
1,2,7,20,31
1,2,7,20,33
1,2,7,20,35
1,2,7,21,22
1,2,7,21,24
1,2,7,21,26
1,2,7,21,28
1,2,7,21,30
1,2,7,21,32
1,2,7,21,34
1,2,7,21,36
1,2,7,22,23
1,2,7,22,25
1,2,7,22,27
1,2,7,22,29
1,2,7,22,31
1,2,7,22,33
1,2,7,22,35
1,2,7,23,24
1,2,7,23,26
1,2,7,23,28
1,2,7,23,30
1,2,7,23,32
1,2,7,23,34
1,2,7,23,36
1,2,7,24,25
1,2,7,24,27
1,2,7,24,29
1,2,7,24,31
1,2,7,24,33
1,2,7,24,35
1,2,7,25,26
1,2,7,25,28
1,2,7,25,30
1,2,7,25,32
1,2,7,25,34
1,2,7,25,36
1,2,7,26,27
1,2,7,26,29
1,2,7,26,31
1,2,7,26,33
1,2,7,26,35
1,2,7,27,28
1,2,7,27,30
1,2,7,27,32
1,2,7,27,34
1,2,7,27,36
1,2,7,28,29
1,2,7,28,31
1,2,7,28,33
1,2,7,28,35
1,2,7,29,30
1,2,7,29,32
1,2,7,29,34
1,2,7,29,36
1,2,7,30,31
1,2,7,30,33
1,2,7,30,35
1,2,7,31,32
1,2,7,31,34
1,2,7,31,36
1,2,7,32,33
1,2,7,32,35
1,2,7,33,34
1,2,7,33,36
1,2,7,34,35
1,2,7,35,36
1,2,9,19,20
1,2,9,19,22
1,2,9,19,24
1,2,9,19,26
1,2,9,19,28
1,2,9,19,30
1,2,9,19,32
1,2,9,19,34
1,2,9,19,36
1,2,9,20,21
1,2,9,20,23
1,2,9,20,25
1,2,9,20,27
1,2,9,20,29
1,2,9,20,31
1,2,9,20,33
1,2,9,20,35
1,2,9,21,22
1,2,9,21,24
1,2,9,21,26
1,2,9,21,28
1,2,9,21,30
1,2,9,21,32
1,2,9,21,34
1,2,9,21,36
1,2,9,22,23
1,2,9,22,25
1,2,9,22,27
1,2,9,22,29
1,2,9,22,31
1,2,9,22,33
1,2,9,22,35
1,2,9,23,24
1,2,9,23,26
1,2,9,23,28
1,2,9,23,30
1,2,9,23,32
1,2,9,23,34
1,2,9,23,36
1,2,9,24,25
1,2,9,24,27
1,2,9,24,29
1,2,9,24,31
1,2,9,24,33
1,2,9,24,35
1,2,9,25,26
1,2,9,25,28
1,2,9,25,30
1,2,9,25,32
1,2,9,25,34
1,2,9,25,36
1,2,9,26,27
1,2,9,26,29
1,2,9,26,31
1,2,9,26,33
1,2,9,26,35
1,2,9,27,28
1,2,9,27,30
1,2,9,27,32
1,2,9,27,34
1,2,9,27,36
1,2,9,28,29
1,2,9,28,31
1,2,9,28,33
1,2,9,28,35
1,2,9,29,30
1,2,9,29,32
1,2,9,29,34
1,2,9,29,36
1,2,9,30,31
1,2,9,30,33
1,2,9,30,35
1,2,9,31,32
1,2,9,31,34
1,2,9,31,36
1,2,9,32,33
1,2,9,32,35
1,2,9,33,34
1,2,9,33,36
1,2,9,34,35
1,2,9,35,36
1,2,11,19,20
1,2,11,19,22
1,2,11,19,24
1,2,11,19,26
1,2,11,19,28
1,2,11,19,30
1,2,11,19,32
1,2,11,19,34
1,2,11,19,36
1,2,11,20,21
1,2,11,20,23
1,2,11,20,25
1,2,11,20,27
1,2,11,20,29
1,2,11,20,31
1,2,11,20,33
1,2,11,20,35
1,2,11,21,22
1,2,11,21,24
1,2,11,21,26
1,2,11,21,28
1,2,11,21,30
1,2,11,21,32
1,2,11,21,34
1,2,11,21,36
1,2,11,22,23
1,2,11,22,25
1,2,11,22,27
1,2,11,22,29
1,2,11,22,31
1,2,11,22,33
1,2,11,22,35
1,2,11,23,24
1,2,11,23,26
1,2,11,23,28
1,2,11,23,30
1,2,11,23,32
1,2,11,23,34
1,2,11,23,36
1,2,11,24,25
1,2,11,24,27
1,2,11,24,29
1,2,11,24,31
1,2,11,24,33
1,2,11,24,35
1,2,11,25,26
1,2,11,25,28
1,2,11,25,30
1,2,11,25,32
1,2,11,25,34
1,2,11,25,36
1,2,11,26,27
1,2,11,26,29
1,2,11,26,31
1,2,11,26,33
1,2,11,26,35
1,2,11,27,28
1,2,11,27,30
1,2,11,27,32
1,2,11,27,34
1,2,11,27,36
1,2,11,28,29
1,2,11,28,31
1,2,11,28,33
1,2,11,28,35
1,2,11,29,30
1,2,11,29,32
1,2,11,29,34
1,2,11,29,36
1,2,11,30,31
1,2,11,30,33
1,2,11,30,35
1,2,11,31,32
1,2,11,31,34
1,2,11,31,36
1,2,11,32,33
1,2,11,32,35
1,2,11,33,34
1,2,11,33,36
1,2,11,34,35
1,2,11,35,36
1,2,13,19,20
1,2,13,19,22
1,2,13,19,24
1,2,13,19,26
1,2,13,19,28
1,2,13,19,30
1,2,13,19,32
1,2,13,19,34
1,2,13,19,36
1,2,13,20,21
1,2,13,20,23
1,2,13,20,25
1,2,13,20,27
1,2,13,20,29
1,2,13,20,31
1,2,13,20,33
1,2,13,20,35
1,2,13,21,22
1,2,13,21,24
1,2,13,21,26
1,2,13,21,28
1,2,13,21,30
1,2,13,21,32
1,2,13,21,34
1,2,13,21,36
1,2,13,22,23
1,2,13,22,25
1,2,13,22,27
1,2,13,22,29
1,2,13,22,31
1,2,13,22,33
1,2,13,22,35
1,2,13,23,24
1,2,13,23,26
1,2,13,23,28
1,2,13,23,30
1,2,13,23,32
1,2,13,23,34
1,2,13,23,36
1,2,13,24,25
1,2,13,24,27
1,2,13,24,29
1,2,13,24,31
1,2,13,24,33
1,2,13,24,35
1,2,13,25,26
1,2,13,25,28
1,2,13,25,30
1,2,13,25,32
1,2,13,25,34
1,2,13,25,36
1,2,13,26,27
1,2,13,26,29
1,2,13,26,31
1,2,13,26,33
1,2,13,26,35
1,2,13,27,28
1,2,13,27,30
1,2,13,27,32
1,2,13,27,34
1,2,13,27,36
1,2,13,28,29
1,2,13,28,31
1,2,13,28,33
1,2,13,28,35
1,2,13,29,30
1,2,13,29,32
1,2,13,29,34
1,2,13,29,36
1,2,13,30,31
1,2,13,30,33
1,2,13,30,35
1,2,13,31,32
1,2,13,31,34
1,2,13,31,36
1,2,13,32,33
1,2,13,32,35
1,2,13,33,34
1,2,13,33,36
1,2,13,34,35
1,2,13,35,36
1,2,15,19,20
1,2,15,19,22
1,2,15,19,24
1,2,15,19,26
1,2,15,19,28
1,2,15,19,30
1,2,15,19,32
1,2,15,19,34
1,2,15,19,36
1,2,15,20,21
1,2,15,20,23
1,2,15,20,25
1,2,15,20,27
1,2,15,20,29
1,2,15,20,31
1,2,15,20,33
1,2,15,20,35
1,2,15,21,22
1,2,15,21,24
1,2,15,21,26
1,2,15,21,28
1,2,15,21,30
1,2,15,21,32
1,2,15,21,34
1,2,15,21,36
1,2,15,22,23
1,2,15,22,25
1,2,15,22,27
1,2,15,22,29
1,2,15,22,31
1,2,15,22,33
1,2,15,22,35
1,2,15,23,24
1,2,15,23,26
1,2,15,23,28
1,2,15,23,30
1,2,15,23,32
1,2,15,23,34
1,2,15,23,36
1,2,15,24,25
1,2,15,24,27
1,2,15,24,29
1,2,15,24,31
1,2,15,24,33
1,2,15,24,35
1,2,15,25,26
1,2,15,25,28
1,2,15,25,30
1,2,15,25,32
1,2,15,25,34
1,2,15,25,36
1,2,15,26,27
1,2,15,26,29
1,2,15,26,31
1,2,15,26,33
1,2,15,26,35
1,2,15,27,28
1,2,15,27,30
1,2,15,27,32
1,2,15,27,34
1,2,15,27,36
1,2,15,28,29
1,2,15,28,31
1,2,15,28,33
1,2,15,28,35
1,2,15,29,30
1,2,15,29,32
1,2,15,29,34
1,2,15,29,36
1,2,15,30,31
1,2,15,30,33
1,2,15,30,35
1,2,15,31,32
1,2,15,31,34
1,2,15,31,36
1,2,15,32,33
1,2,15,32,35
1,2,15,33,34
1,2,15,33,36
1,2,15,34,35
1,2,15,35,36
1,2,17,19,20
1,2,17,19,22
1,2,17,19,24
1,2,17,19,26
1,2,17,19,28
1,2,17,19,30
1,2,17,19,32
1,2,17,19,34
1,2,17,19,36
1,2,17,20,21
1,2,17,20,23
1,2,17,20,25
1,2,17,20,27
1,2,17,20,29
1,2,17,20,31
1,2,17,20,33
1,2,17,20,35
1,2,17,21,22
1,2,17,21,24
1,2,17,21,26
1,2,17,21,28
1,2,17,21,30
1,2,17,21,32
1,2,17,21,34
1,2,17,21,36
1,2,17,22,23
1,2,17,22,25
1,2,17,22,27
1,2,17,22,29
1,2,17,22,31
1,2,17,22,33
1,2,17,22,35
1,2,17,23,24
1,2,17,23,26
1,2,17,23,28
1,2,17,23,30
1,2,17,23,32
1,2,17,23,34
1,2,17,23,36
1,2,17,24,25
1,2,17,24,27
1,2,17,24,29
1,2,17,24,31
1,2,17,24,33
1,2,17,24,35
1,2,17,25,26
1,2,17,25,28
1,2,17,25,30
1,2,17,25,32
1,2,17,25,34
1,2,17,25,36
1,2,17,26,27
1,2,17,26,29
